"country","began","duration","area","magnitude","x","y"
"South Korea ",32332,7,1801,4,127.8,37.9
"China ",32330,1,30627,4,103.9,34.7
"USSR ",32329,3,102657,5,39.9,45.4
"Canada ",32329,3,1964,4,-114.8,55.4
"India",32328,36,847737,8,80.7,28.9
"Nigeria ",32326,2,1930,4,3.5,6.6
"Argentina ",32322,1,16419,4,-58.1,-26.2
"Bangladesh ",32321,50,98284,7,90.7,24
"China ",32318,5,33856,6,104.1,29.5
"Ukraine ",32314,12,14288,5,24.7,51.5
"India ",32315,24,70502,6,92.9,27
"China ",32305,15,26304,6,118,28.2
"Bangladesh ",32308,7,66356,6,89.3,22.9
"Turkey",32306,1,229,2,33,40
"China  ",32304,2,9275,4,108.9,28.7
"Afghanistan ",32307,16,122608,6,69.4,36.3
"Philippines",32295,6,3303,4,121.2,14.7
"Sri Lanka ",32295,9,7184,5,80.4,6.6
"Cuba ",32293,8,34416,5,-79.1,21.6
"China ",32287,3,6755,4,113.6,25.1
" India",32286,20,42286,6,92.1,26.5
"China ",32282,10,40595,6,118.9,27
"Rwanda",32269,10,40351,6,30.4,-0.8
"Japan ",32266,2,8184,4,130.9,32.6
"Kenya ",32243,31,89591,6,36.4,-1
"Czechoslovakia ",32253,2,449,3,15.6,49.3
"Turkey ",32247,2,1391,3,42.6,37.4
"Australia ",32232,3,18140,5,119.8,-20.5
"West Germany",32228,5,105534,6,10.1,49.9
"Argentina ",32227,4,11057,5,-59,-34.6
"South Africa",32210,8,388455,6,27,-22.2
"Peru",32195,1,5174,4,-72.5,-12.8
"South Africa ",32183,22,51000,6,24.4,-28.8
"Indonesia ",32178,2,7795,4,110.6,-7.8
"Brazil ",32174,10,9181,5,-43.3,-22.5
"USA",32174,4,2709,4,-90.2,30.6
"Dominican Republic ",32174,2,10489,4,-70.4,19.3
"Costa Rica",32172,7,10877,5,-83,9.6
"USA",32143,2,386,3,-157.8,21.4
"USA",32136,5,16161,5,-90,35.4
"Vietnam",32116,6,45058,5,108.4,14
"Spain",32084,4,37573,5,-0.9,38.7
"Jamaica ",32080,3,4629,4,-77,18
"Taiwan",32074,3,3705,4,121.5,25
"Lebanon",32067,3,12690,5,33.9,28.5
"Japan",32066,2,49937,5,133.7,35
"Spain",32054,7,64614,6,2.4,42.3
"Guatamala",32051,8,70305,6,-90.8,16.7
"Mexico",32048,2,2773,4,-99.1,19.5
"South Africa ",32046,7,92667,6,30.7,-29.1
"USA",32028,2,12009,4,-75.9,40.4
"China ",32016,20,100391,6,124.7,46.7
"Venezuela ",32026,3,19320,5,-66.4,10.1
"China ",32015,2,16385,5,117.7,36.3
"Bangladesh ",31981,64,240065,7,91.8,24.8
"Iran ",31982,4,50247,5,51.7,35.2
"South Korea ",31979,9,9042,5,126.9,36.4
"China ",31974,6,637522,7,84.4,42.2
"USA",31975,1,999,3,-98.8,29.9
"Italy",31970,10,4687,5,9.9,45.8
"Chile ",31970,7,36284,5,-71.1,-33.9
"Columbia ",31962,3,19624,5,-75.6,3.2
"China ",31960,22,268071,7,115.4,31.5
"USA",31960,2,11884,5,-82.6,40.6
"China ",31952,9,139927,6,103.8,31
"USA ",31933,4,7259,4,-97.1,29
"Dominican Republic ",31927,2,7876,4,-71,18.6
"USA",31923,5,36414,6,-95.3,40.6
"China ",31916,22,274129,7,112.8,23
"Poland ",31920,4,13629,5,20.6,49.7
"Australia ",31906,3,5030,4,153.2,-28.4
"Yugoslavia",31904,9,23820,5,19.6,44.6
"Ecuador ",31870,3,15796,5,-79.5,-2.5
"USA",31867,10,39618,6,-69.5,44.7
"Tajikistan ",31852,2,4714,4,61.4,32.6
"Peru ",31845,3,4672,4,-76.7,-11.9
"Ecuador  ",31841,3,31908,5,-77.5,-0.1
"Indonesia ",31829,3,19656,5,111.9,-7.3
"Georgia",31805,18,33922,6,41.9,43.1
"Peru",31809,10,29211,5,-74.1,-12.3
"Bolivia",31797,11,12805,5,-64.8,-16.8
"Brazil",31803,3,7037,5,-46.7,-23.6
"Madagascar ",31778,26,45555,6,47.5,-19.6
"Argentina",31792,22,224546,7,-60.2,-24.2
"Brazil",31769,10,276038,6,-44.5,-21.7
"Vietnam",31749,3,49609,5,108.7,13.9
"Iran",31746,12,155503,6,50.6,29.9
"USA",31739,4,26882,5,-122,47.7
"Indonesia",31712,8,79415,6,106,-3.7
"Haiti ",31708,3,1153,4,-72.9,18.8
"Alaska ",31694,7,43476,5,-149.5,61.8
"Philippines",31691,2,24916,5,120.9,14.7
"Tunisia",31685,4,12622,5,10.2,36.2
"USA",31681,18,107661,7,-90.7,38.9
"India",31677,19,231516,7,89.4,23.7
"USA",31680,11,49215,6,-107.5,48
"USA",31664,9,53960,6,-84.5,43.1
"Mexico ",31659,5,14136,5,-99.8,25.7
"USA",31657,4,49574,5,-102.2,32
"Azores Islands ",31656,2,983,3,-25.5,37.8
"USA",31642,4,3757,4,-81.5,34.3
"Uruguay ",31628,13,48841,6,-54.7,-33.7
"India",31639,8,107355,6,80.2,17.4
"USA",31630,1,6562,4,-88.2,42.9
"Japan",31629,4,16929,5,140.2,35.9
"Vietnam",31618,11,66088,6,105.6,21.6
"China ",31588,61,599143,8,128.1,45.2
"India",31578,67,507167,8,84.1,25.6
"China ",31614,11,116843,6,108.8,23
"Canada ",31611,5,46914,6,-113.7,53.6
"Columbia ",31603,21,199436,7,-70.2,2.1
"Philippines",31602,5,46622,5,120.9,15.6
"USA",31594,2,6986,4,-94.9,41.7
"USA",31590,4,25821,5,-94.2,31.1
"Chile ",31578,4,27913,5,-71,-33.1
"Jamaica",31567,12,81780,6,-76.2,20.8
"USA",31563,12,26949,6,-97.8,29.7
"USA",31562,2,1700,4,-79.7,40.6
"Chile ",31559,3,27913,5,-71,-33.1
"USA",31556,1,5256,4,-97.3,32.4
"Solomon Islands",31551,2,28719,5,160.7,-9.3
"USA",31547,1,6447,4,-89.8,37.3
"Thailand",31541,4,83451,6,100.6,15.1
"Iran",31534,5,206211,6,49.8,33.3
"Brazil",31525,3,155406,6,-43.8,-9.8
"Argentina ",31513,27,268468,7,-59.6,-29.5
"USA",31498,10,4321,5,-87.9,45
"Peru",31444,90,94944,7,-69.1,-16.1
"USA",31455,16,88717,6,-121.4,39.3
"Bolivia",31418,88,62629,7,-66.1,-16.6
"USA",31413,6,1742,4,-117,44
"USA",31411,2,2797,4,-82.8,42.7
"Trinidad",31383,3,293,3,-60.6,11.3
"Venezuela",31383,4,19688,5,-67,10.2
"Jamaica",31370,4,3961,4,-77.3,18
"USA",31352,9,57867,6,-78.5,38.8
"USA",31346,5,9356,5,-90,29.5
"Phillipines",31339,2,89517,5,121.1,16.1
"USA",31339,3,61286,5,-98.7,31.8
"India",31338,3,46759,5,86.7,21.1
"Thailand",31332,6,13914,5,99.6,12.9
"Benin",31330,19,29268,6,2.2,7.4
"Mexico",31329,4,225144,6,-105.8,33.1
"USA",31326,3,7220,4,-66.6,18.2
"Bangladesh",31317,2,6467,4,89.6,24.7
"Nigeria",31313,3,74616,5,6.5,6.4
"Dominican Republic",31304,2,7758,4,-71.8,18.9
"India",31303,33,89995,7,82.8,26.5
"Sweden",31302,4,51411,5,15.9,63.2
"Viet Nam",31297,9,24681,5,106.3,20.8
"USA",31296,4,3235,4,-83.9,43.2
"Nepal",31296,6,13058,5,86.4,27.3
"China",31291,4,11099,5,110.5,21.1
"Japan",31291,2,79043,5,142.8,43.5
"USA",31289,7,73969,6,-82.3,28.5
"China",31289,10,49644,6,109.8,21.7
"China",31289,5,38003,5,111.3,25.4
"Ethiopia",31276,3,92580,5,39.8,11.1
"Austria",31266,2,15151,5,12.2,47.3
"China",31265,4,146691,6,100.8,23.5
"Nepal",31263,2,12488,5,87.1,27.5
"USA",31261,2,17923,5,-105.1,41.7
"China",31260,2,58279,5,120.4,31.5
"USA",31252,2,2440,4,-85.8,34.5
"Bangladesh",31249,28,5663,5,90.2,23.1
"China",31248,45,994498,8,125.2,42.7
"Sudan",31247,4,63577,5,24.9,13.5
"India",31246,13,117441,6,76.9,32.8
"Chad",31241,4,15244,5,21.6,11.7
"USA",31237,2,24269,5,-80.6,38.9
"West Germany",31234,2,1928,4,6.5,50.7
"Bangladesh",31231,2,6447,4,90,22.6
"China",31226,13,290680,7,110,27.8
"India",31221,5,254235,6,75.1,14.5
"Philippines",31220,9,7768,5,120.9,14.7
"USA",31208,2,9865,5,-96.1,36.4
"USA",31203,2,83470,5,-99.4,33.7
"Bangladesh",31201,20,8910,6,91.9,24.6
"Argentina",31197,3,78653,6,-59,-35.4
"China",31193,12,458666,7,109.6,25.7
"USA",31186,2,1424,3,-66.7,18.2
"USA",31178,2,116344,5,-105.3,34.9
"USA",31161,2,5124,4,-87.9,46.5
"China",31158,9,300325,6,127.9,48.1
"USA",31148,2,17193,5,-96.8,28.6
"Brazil",31139,16,1970402,8,-48.1,-4.1
"USA",31136,2,16884,5,-83.5,42
"USA",31120,2,141508,5,-96.8,29.6
"USA",31119,2,26527,5,-108.1,35.4
"USA",31109,6,26266,5,-89.6,40.7
"Bolivia",31103,4,69707,5,-63.3,-21.2
"USA",31100,8,210528,7,-85.2,40.7
"Indonesia",31097,5,77091,6,108.1,-7
"New Zealand",31095,2,7871,4,175.7,-37.2
"Comoros islands",31094,13,1036,4,43.4,-11.7
"Mozambique",31087,3,20082,5,32.3,-25.9
"Indonesia",31082,15,16542,5,124.6,1
"Phillipines",31067,2,12846,4,123,10
"Brazil",31062,19,678499,7,-45.3,-18.7
"Algeria",31048,5,92616,6,5.2,35.8
